record_id,student_id,academic_year,term,school_id,level,class,record_date,academic_scores
66,S2410066,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 76,
""matematika"": 77,
""bahasa_inggris"": 78,
""fisika"": 74,
""kimia"": 76,
""biologi"": 77,
""sosiologi"": 77,
""ekonomi"": 70,
""geografi"": 75,
""pjok"": 79,
""informatika"": 78,
""seni_dan_prakarya"": 84
}"
67,S2410067,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 77,
""matematika"": 75,
""bahasa_inggris"": 74,
""fisika"": 74,
""kimia"": 76,
""biologi"": 73,
""sosiologi"": 70,
""ekonomi"": 70,
""geografi"": 77,
""pjok"": 76,
""informatika"": 75,
""seni_dan_prakarya"": 78
}"
68,S2410068,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 79,
""pendidikan_pancasila"": 72,
""bahasa_indonesia"": 75,
""matematika"": 70,
""bahasa_inggris"": 70,
""fisika"": 72,
""kimia"": 77,
""biologi"": 73,
""sosiologi"": 75,
""ekonomi"": 80,
""geografi"": 76,
""pjok"": 76,
""informatika"": 70,
""seni_dan_prakarya"": 75
}"
69,S2410069,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 78,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 73,
""matematika"": 70,
""bahasa_inggris"": 70,
""fisika"": 74,
""kimia"": 77,
""biologi"": 72,
""sosiologi"": 72,
""ekonomi"": 76,
""geografi"": 73,
""pjok"": 80,
""informatika"": 70,
""seni_dan_prakarya"": 77
}"
70,S2410070,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 75,
""matematika"": 72,
""bahasa_inggris"": 75,
""fisika"": 70,
""kimia"": 71,
""biologi"": 72,
""sosiologi"": 83,
""ekonomi"": 73,
""geografi"": 70,
""pjok"": 80,
""informatika"": 74,
""seni_dan_prakarya"": 86
}"
71,S2410071,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 94,
""bahasa_indonesia"": 86,
""matematika"": 90,
""bahasa_inggris"": 94,
""fisika"": 86,
""kimia"": 91,
""biologi"": 78,
""sosiologi"": 98,
""ekonomi"": 87,
""geografi"": 92,
""pjok"": 92,
""informatika"": 92,
""seni_dan_prakarya"": 98
}"
72,S2410072,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 78,
""pendidikan_pancasila"": 72,
""bahasa_indonesia"": 75,
""matematika"": 70,
""bahasa_inggris"": 78,
""fisika"": 77,
""kimia"": 72,
""biologi"": 75,
""sosiologi"": 74,
""ekonomi"": 70,
""geografi"": 77,
""pjok"": 74,
""informatika"": 74,
""seni_dan_prakarya"": 77
}"
73,S2410073,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 78,
""matematika"": 76,
""bahasa_inggris"": 87,
""fisika"": 70,
""kimia"": 80,
""biologi"": 76,
""sosiologi"": 84,
""ekonomi"": 75,
""geografi"": 71,
""pjok"": 74,
""informatika"": 82,
""seni_dan_prakarya"": 82
}"
74,S2410074,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 75,
""matematika"": 70,
""bahasa_inggris"": 70,
""fisika"": 75,
""kimia"": 72,
""biologi"": 73,
""sosiologi"": 70,
""ekonomi"": 76,
""geografi"": 74,
""pjok"": 77,
""informatika"": 70,
""seni_dan_prakarya"": 77
}"
75,S2410075,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 80,
""matematika"": 70,
""bahasa_inggris"": 85,
""fisika"": 70,
""kimia"": 74,
""biologi"": 77,
""sosiologi"": 73,
""ekonomi"": 76,
""geografi"": 77,
""pjok"": 80,
""informatika"": 78,
""seni_dan_prakarya"": 83
}"
76,S2410076,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 75,
""pendidikan_pancasila"": 72,
""bahasa_indonesia"": 74,
""matematika"": 70,
""bahasa_inggris"": 71,
""fisika"": 71,
""kimia"": 72,
""biologi"": 72,
""sosiologi"": 77,
""ekonomi"": 73,
""geografi"": 77,
""pjok"": 74,
""informatika"": 71,
""seni_dan_prakarya"": 75
}"
77,S2410077,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 75,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 77,
""matematika"": 73,
""bahasa_inggris"": 87,
""fisika"": 78,
""kimia"": 73,
""biologi"": 77,
""sosiologi"": 75,
""ekonomi"": 73,
""geografi"": 77,
""pjok"": 75,
""informatika"": 80,
""seni_dan_prakarya"": 84
}"
78,S2410078,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 75,
""pendidikan_pancasila"": 72,
""bahasa_indonesia"": 74,
""matematika"": 70,
""bahasa_inggris"": 70,
""fisika"": 73,
""kimia"": 72,
""biologi"": 77,
""sosiologi"": 78,
""ekonomi"": 76,
""geografi"": 73,
""pjok"": 79,
""informatika"": 70,
""seni_dan_prakarya"": 73
}"
79,S2410079,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 85,
""bahasa_indonesia"": 81,
""matematika"": 76,
""bahasa_inggris"": 87,
""fisika"": 80,
""kimia"": 77,
""biologi"": 78,
""sosiologi"": 75,
""ekonomi"": 78,
""geografi"": 77,
""pjok"": 79,
""informatika"": 82,
""seni_dan_prakarya"": 81
}"
80,S2410080,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 75,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 76,
""matematika"": 80,
""bahasa_inggris"": 94,
""fisika"": 78,
""kimia"": 77,
""biologi"": 76,
""sosiologi"": 71,
""ekonomi"": 76,
""geografi"": 70,
""pjok"": 79,
""informatika"": 87,
""seni_dan_prakarya"": 78
}"
81,S2410081,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 75,
""pendidikan_pancasila"": 72,
""bahasa_indonesia"": 75,
""matematika"": 70,
""bahasa_inggris"": 70,
""fisika"": 71,
""kimia"": 72,
""biologi"": 70,
""sosiologi"": 70,
""ekonomi"": 76,
""geografi"": 72,
""pjok"": 74,
""informatika"": 70,
""seni_dan_prakarya"": 72
}"
82,S2410082,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 79,
""matematika"": 79,
""bahasa_inggris"": 81,
""fisika"": 72,
""kimia"": 77,
""biologi"": 83,
""sosiologi"": 79,
""ekonomi"": 78,
""geografi"": 80,
""pjok"": 83,
""informatika"": 80,
""seni_dan_prakarya"": 85
}"
83,S2410083,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 82,
""matematika"": 76,
""bahasa_inggris"": 92,
""fisika"": 79,
""kimia"": 74,
""biologi"": 82,
""sosiologi"": 75,
""ekonomi"": 80,
""geografi"": 78,
""pjok"": 90,
""informatika"": 84,
""seni_dan_prakarya"": 80
}"
84,S2410084,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 78,
""matematika"": 73,
""bahasa_inggris"": 82,
""fisika"": 77,
""kimia"": 72,
""biologi"": 78,
""sosiologi"": 76,
""ekonomi"": 72,
""geografi"": 79,
""pjok"": 75,
""informatika"": 78,
""seni_dan_prakarya"": 82
}"
85,S2410085,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 77,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 76,
""matematika"": 72,
""bahasa_inggris"": 73,
""fisika"": 73,
""kimia"": 76,
""biologi"": 77,
""sosiologi"": 76,
""ekonomi"": 81,
""geografi"": 73,
""pjok"": 77,
""informatika"": 73,
""seni_dan_prakarya"": 77
}"
86,S2410086,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 86,
""pendidikan_pancasila"": 81,
""bahasa_indonesia"": 79,
""matematika"": 70,
""bahasa_inggris"": 78,
""fisika"": 72,
""kimia"": 75,
""biologi"": 71,
""sosiologi"": 75,
""ekonomi"": 78,
""geografi"": 73,
""pjok"": 76,
""informatika"": 74,
""seni_dan_prakarya"": 79
}"
87,S2410087,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 98,
""bahasa_indonesia"": 91,
""matematika"": 94,
""bahasa_inggris"": 98,
""fisika"": 75,
""kimia"": 95,
""biologi"": 71,
""sosiologi"": 89,
""ekonomi"": 92,
""geografi"": 79,
""pjok"": 89,
""informatika"": 96,
""seni_dan_prakarya"": 95
}"
88,S2410088,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 94,
""pendidikan_pancasila"": 94,
""bahasa_indonesia"": 90,
""matematika"": 98,
""bahasa_inggris"": 94,
""fisika"": 88,
""kimia"": 84,
""biologi"": 78,
""sosiologi"": 96,
""ekonomi"": 75,
""geografi"": 93,
""pjok"": 97,
""informatika"": 96,
""seni_dan_prakarya"": 96
}"
89,S2410089,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 77,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 74,
""matematika"": 70,
""bahasa_inggris"": 77,
""fisika"": 72,
""kimia"": 78,
""biologi"": 71,
""sosiologi"": 82,
""ekonomi"": 74,
""geografi"": 74,
""pjok"": 85,
""informatika"": 74,
""seni_dan_prakarya"": 80
}"
90,S2410090,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 75,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 78,
""matematika"": 75,
""bahasa_inggris"": 78,
""fisika"": 76,
""kimia"": 70,
""biologi"": 78,
""sosiologi"": 81,
""ekonomi"": 72,
""geografi"": 77,
""pjok"": 72,
""informatika"": 77,
""seni_dan_prakarya"": 78
}"
91,S2410091,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 75,
""pendidikan_pancasila"": 75,
""bahasa_indonesia"": 73,
""matematika"": 70,
""bahasa_inggris"": 73,
""fisika"": 73,
""kimia"": 76,
""biologi"": 73,
""sosiologi"": 81,
""ekonomi"": 74,
""geografi"": 81,
""pjok"": 74,
""informatika"": 72,
""seni_dan_prakarya"": 77
}"
92,S2410092,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 75,
""matematika"": 73,
""bahasa_inggris"": 82,
""fisika"": 75,
""kimia"": 72,
""biologi"": 75,
""sosiologi"": 72,
""ekonomi"": 81,
""geografi"": 73,
""pjok"": 75,
""informatika"": 78,
""seni_dan_prakarya"": 91
}"
93,S2410093,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 86,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 83,
""matematika"": 78,
""bahasa_inggris"": 86,
""fisika"": 72,
""kimia"": 81,
""biologi"": 74,
""sosiologi"": 89,
""ekonomi"": 79,
""geografi"": 87,
""pjok"": 91,
""informatika"": 82,
""seni_dan_prakarya"": 86
}"
94,S2410094,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 76,
""matematika"": 72,
""bahasa_inggris"": 81,
""fisika"": 72,
""kimia"": 70,
""biologi"": 74,
""sosiologi"": 82,
""ekonomi"": 74,
""geografi"": 77,
""pjok"": 78,
""informatika"": 77,
""seni_dan_prakarya"": 80
}"
95,S2410095,2024/2025,Term 1,A01,10,10C,2024-10-25,"{
""pendidikan_agama"": 73,
""pendidikan_pancasila"": 75,
""bahasa_indonesia"": 76,
""matematika"": 77,
""bahasa_inggris"": 93,
""fisika"": 70,
""kimia"": 73,
""biologi"": 72,
""sosiologi"": 70,
""ekonomi"": 79,
""geografi"": 79,
""pjok"": 81,
""informatika"": 85,
""seni_dan_prakarya"": 76
}"
96,S2410096,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 79,
""pendidikan_pancasila"": 72,
""bahasa_indonesia"": 73,
""matematika"": 72,
""bahasa_inggris"": 80,
""fisika"": 73,
""kimia"": 70,
""biologi"": 74,
""sosiologi"": 72,
""ekonomi"": 73,
""geografi"": 74,
""pjok"": 79,
""informatika"": 76,
""seni_dan_prakarya"": 72
}"
97,S2410097,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 92,
""bahasa_indonesia"": 87,
""matematika"": 95,
""bahasa_inggris"": 88,
""fisika"": 76,
""kimia"": 74,
""biologi"": 86,
""sosiologi"": 78,
""ekonomi"": 88,
""geografi"": 77,
""pjok"": 93,
""informatika"": 92,
""seni_dan_prakarya"": 92
}"
98,S2410098,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 87,
""pendidikan_pancasila"": 83,
""bahasa_indonesia"": 81,
""matematika"": 83,
""bahasa_inggris"": 89,
""fisika"": 77,
""kimia"": 71,
""biologi"": 72,
""sosiologi"": 82,
""ekonomi"": 86,
""geografi"": 86,
""pjok"": 87,
""informatika"": 86,
""seni_dan_prakarya"": 79
}"
99,S2410099,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 78,
""matematika"": 70,
""bahasa_inggris"": 76,
""fisika"": 71,
""kimia"": 73,
""biologi"": 72,
""sosiologi"": 70,
""ekonomi"": 76,
""geografi"": 71,
""pjok"": 81,
""informatika"": 73,
""seni_dan_prakarya"": 79
}"
100,S2410100,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 73,
""matematika"": 71,
""bahasa_inggris"": 79,
""fisika"": 70,
""kimia"": 72,
""biologi"": 70,
""sosiologi"": 74,
""ekonomi"": 70,
""geografi"": 70,
""pjok"": 75,
""informatika"": 75,
""seni_dan_prakarya"": 73
}"
101,S2410101,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 89,
""bahasa_indonesia"": 83,
""matematika"": 83,
""bahasa_inggris"": 80,
""fisika"": 70,
""kimia"": 79,
""biologi"": 82,
""sosiologi"": 82,
""ekonomi"": 83,
""geografi"": 71,
""pjok"": 89,
""informatika"": 82,
""seni_dan_prakarya"": 84
}"
102,S2410102,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 82,
""matematika"": 74,
""bahasa_inggris"": 90,
""fisika"": 73,
""kimia"": 72,
""biologi"": 74,
""sosiologi"": 76,
""ekonomi"": 80,
""geografi"": 73,
""pjok"": 82,
""informatika"": 82,
""seni_dan_prakarya"": 81
}"
103,S2410103,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 81,
""matematika"": 85,
""bahasa_inggris"": 73,
""fisika"": 70,
""kimia"": 74,
""biologi"": 72,
""sosiologi"": 76,
""ekonomi"": 71,
""geografi"": 72,
""pjok"": 82,
""informatika"": 79,
""seni_dan_prakarya"": 75
}"
104,S2410104,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 77,
""matematika"": 73,
""bahasa_inggris"": 83,
""fisika"": 71,
""kimia"": 70,
""biologi"": 76,
""sosiologi"": 78,
""ekonomi"": 70,
""geografi"": 71,
""pjok"": 74,
""informatika"": 78,
""seni_dan_prakarya"": 72
}"
105,S2410105,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 94,
""bahasa_indonesia"": 83,
""matematika"": 96,
""bahasa_inggris"": 91,
""fisika"": 86,
""kimia"": 89,
""biologi"": 72,
""sosiologi"": 91,
""ekonomi"": 77,
""geografi"": 78,
""pjok"": 85,
""informatika"": 94,
""seni_dan_prakarya"": 92
}"
106,S2410106,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 86,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 79,
""matematika"": 92,
""bahasa_inggris"": 86,
""fisika"": 72,
""kimia"": 88,
""biologi"": 77,
""sosiologi"": 77,
""ekonomi"": 77,
""geografi"": 73,
""pjok"": 79,
""informatika"": 89,
""seni_dan_prakarya"": 84
}"
107,S2410107,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 89,
""bahasa_indonesia"": 85,
""matematika"": 80,
""bahasa_inggris"": 88,
""fisika"": 79,
""kimia"": 78,
""biologi"": 70,
""sosiologi"": 81,
""ekonomi"": 76,
""geografi"": 79,
""pjok"": 81,
""informatika"": 84,
""seni_dan_prakarya"": 88
}"
108,S2410108,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 91,
""pendidikan_pancasila"": 86,
""bahasa_indonesia"": 84,
""matematika"": 89,
""bahasa_inggris"": 93,
""fisika"": 88,
""kimia"": 74,
""biologi"": 88,
""sosiologi"": 89,
""ekonomi"": 71,
""geografi"": 88,
""pjok"": 88,
""informatika"": 91,
""seni_dan_prakarya"": 81
}"
109,S2410109,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 99,
""bahasa_indonesia"": 93,
""matematika"": 99,
""bahasa_inggris"": 96,
""fisika"": 90,
""kimia"": 71,
""biologi"": 70,
""sosiologi"": 89,
""ekonomi"": 85,
""geografi"": 92,
""pjok"": 89,
""informatika"": 98,
""seni_dan_prakarya"": 98
}"
110,S2410110,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 96,
""bahasa_indonesia"": 91,
""matematika"": 94,
""bahasa_inggris"": 96,
""fisika"": 86,
""kimia"": 70,
""biologi"": 83,
""sosiologi"": 74,
""ekonomi"": 94,
""geografi"": 93,
""pjok"": 90,
""informatika"": 95,
""seni_dan_prakarya"": 96
}"
111,S2410111,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 92,
""bahasa_indonesia"": 85,
""matematika"": 84,
""bahasa_inggris"": 78,
""fisika"": 76,
""kimia"": 83,
""biologi"": 78,
""sosiologi"": 85,
""ekonomi"": 76,
""geografi"": 88,
""pjok"": 88,
""informatika"": 81,
""seni_dan_prakarya"": 86
}"
112,S2410112,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 95,
""bahasa_indonesia"": 89,
""matematika"": 98,
""bahasa_inggris"": 92,
""fisika"": 73,
""kimia"": 98,
""biologi"": 75,
""sosiologi"": 72,
""ekonomi"": 91,
""geografi"": 75,
""pjok"": 94,
""informatika"": 95,
""seni_dan_prakarya"": 98
}"
113,S2410113,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 89,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 84,
""matematika"": 89,
""bahasa_inggris"": 87,
""fisika"": 79,
""kimia"": 72,
""biologi"": 72,
""sosiologi"": 79,
""ekonomi"": 80,
""geografi"": 73,
""pjok"": 90,
""informatika"": 88,
""seni_dan_prakarya"": 81
}"
114,S2410114,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 87,
""pendidikan_pancasila"": 83,
""bahasa_indonesia"": 85,
""matematika"": 95,
""bahasa_inggris"": 91,
""fisika"": 92,
""kimia"": 87,
""biologi"": 81,
""sosiologi"": 72,
""ekonomi"": 86,
""geografi"": 73,
""pjok"": 82,
""informatika"": 93,
""seni_dan_prakarya"": 78
}"
115,S2410115,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 79,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 73,
""matematika"": 75,
""bahasa_inggris"": 86,
""fisika"": 77,
""kimia"": 75,
""biologi"": 77,
""sosiologi"": 77,
""ekonomi"": 79,
""geografi"": 78,
""pjok"": 86,
""informatika"": 81,
""seni_dan_prakarya"": 82
}"
116,S2410116,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 93,
""pendidikan_pancasila"": 87,
""bahasa_indonesia"": 82,
""matematika"": 89,
""bahasa_inggris"": 81,
""fisika"": 70,
""kimia"": 77,
""biologi"": 79,
""sosiologi"": 79,
""ekonomi"": 80,
""geografi"": 74,
""pjok"": 87,
""informatika"": 85,
""seni_dan_prakarya"": 87
}"
117,S2410117,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 98,
""pendidikan_pancasila"": 97,
""bahasa_indonesia"": 93,
""matematika"": 95,
""bahasa_inggris"": 96,
""fisika"": 77,
""kimia"": 86,
""biologi"": 96,
""sosiologi"": 87,
""ekonomi"": 73,
""geografi"": 80,
""pjok"": 86,
""informatika"": 96,
""seni_dan_prakarya"": 95
}"
118,S2410118,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 96,
""pendidikan_pancasila"": 94,
""bahasa_indonesia"": 90,
""matematika"": 94,
""bahasa_inggris"": 94,
""fisika"": 86,
""kimia"": 92,
""biologi"": 79,
""sosiologi"": 71,
""ekonomi"": 95,
""geografi"": 80,
""pjok"": 84,
""informatika"": 94,
""seni_dan_prakarya"": 96
}"
119,S2410119,2024/2025,Term 1,A02,10,10A BIL,2024-10-25,"{
""pendidikan_agama"": 79,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 80,
""matematika"": 76,
""bahasa_inggris"": 90,
""fisika"": 73,
""kimia"": 77,
""biologi"": 77,
""sosiologi"": 72,
""ekonomi"": 76,
""geografi"": 72,
""pjok"": 77,
""informatika"": 83,
""seni_dan_prakarya"": 84
}"
120,S2410120,2024/2025,Term 1,A02,10,10B,2024-10-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 79,
""matematika"": 76,
""bahasa_inggris"": 79,
""fisika"": 72,
""kimia"": 74,
""biologi"": 70,
""sosiologi"": 81,
""ekonomi"": 76,
""geografi"": 73,
""pjok"": 78,
""informatika"": 78,
""seni_dan_prakarya"": 72
}"
121,S2410121,2024/2025,Term 1,A02,10,10B,2024-10-25,"{
""pendidikan_agama"": 93,
""pendidikan_pancasila"": 94,
""bahasa_indonesia"": 89,
""matematika"": 96,
""bahasa_inggris"": 93,
""fisika"": 84,
""kimia"": 74,
""biologi"": 79,
""sosiologi"": 70,
""ekonomi"": 88,
""geografi"": 91,
""pjok"": 90,
""informatika"": 95,
""seni_dan_prakarya"": 94
}"
122,S2410122,2024/2025,Term 1,A02,10,10B,2024-10-25,"{
""pendidikan_agama"": 89,
""pendidikan_pancasila"": 88,
""bahasa_indonesia"": 85,
""matematika"": 81,
""bahasa_inggris"": 84,
""fisika"": 79,
""kimia"": 78,
""biologi"": 71,
""sosiologi"": 90,
""ekonomi"": 78,
""geografi"": 84,
""pjok"": 88,
""informatika"": 83,
""seni_dan_prakarya"": 96
}"
123,S2410123,2024/2025,Term 1,A02,10,10B,2024-10-25,"{
""pendidikan_agama"": 96,
""pendidikan_pancasila"": 95,
""bahasa_indonesia"": 89,
""matematika"": 86,
""bahasa_inggris"": 94,
""fisika"": 85,
""kimia"": 70,
""biologi"": 80,
""sosiologi"": 74,
""ekonomi"": 75,
""geografi"": 88,
""pjok"": 87,
""informatika"": 90,
""seni_dan_prakarya"": 92
}"
124,S2410124,2024/2025,Term 1,A02,10,10B,2024-10-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 90,
""bahasa_indonesia"": 85,
""matematika"": 98,
""bahasa_inggris"": 93,
""fisika"": 82,
""kimia"": 70,
""biologi"": 78,
""sosiologi"": 70,
""ekonomi"": 74,
""geografi"": 78,
""pjok"": 86,
""informatika"": 96,
""seni_dan_prakarya"": 84
}"
125,S2410125,2024/2025,Term 1,A02,10,10B,2024-10-25,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 74,
""matematika"": 70,
""bahasa_inggris"": 84,
""fisika"": 74,
""kimia"": 71,
""biologi"": 71,
""sosiologi"": 75,
""ekonomi"": 73,
""geografi"": 73,
""pjok"": 75,
""informatika"": 77,
""seni_dan_prakarya"": 84
}"
126,S2410126,2024/2025,Term 1,A02,10,10B,2024-10-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 83,
""bahasa_indonesia"": 84,
""matematika"": 87,
""bahasa_inggris"": 91,
""fisika"": 82,
""kimia"": 73,
""biologi"": 78,
""sosiologi"": 76,
""ekonomi"": 77,
""geografi"": 70,
""pjok"": 85,
""informatika"": 89,
""seni_dan_prakarya"": 89
}"
127,S2410127,2024/2025,Term 1,A02,10,10B,2024-10-25,"{
""pendidikan_agama"": 89,
""pendidikan_pancasila"": 91,
""bahasa_indonesia"": 87,
""matematika"": 83,
""bahasa_inggris"": 86,
""fisika"": 81,
""kimia"": 72,
""biologi"": 73,
""sosiologi"": 92,
""ekonomi"": 87,
""geografi"": 76,
""pjok"": 87,
""informatika"": 85,
""seni_dan_prakarya"": 97
}"
128,S2410128,2024/2025,Term 1,A02,10,10B,2024-10-25,"{
""pendidikan_agama"": 84,
""pendidikan_pancasila"": 82,
""bahasa_indonesia"": 77,
""matematika"": 79,
""bahasa_inggris"": 86,
""fisika"": 83,
""kimia"": 76,
""biologi"": 84,
""sosiologi"": 81,
""ekonomi"": 77,
""geografi"": 82,
""pjok"": 77,
""informatika"": 83,
""seni_dan_prakarya"": 76
}"
129,S2410129,2024/2025,Term 1,A02,10,10B,2024-10-25,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 76,
""matematika"": 84,
""bahasa_inggris"": 86,
""fisika"": 72,
""kimia"": 71,
""biologi"": 76,
""sosiologi"": 79,
""ekonomi"": 74,
""geografi"": 71,
""pjok"": 81,
""informatika"": 85,
""seni_dan_prakarya"": 80
}"
130,S2410130,2024/2025,Term 1,A02,10,10B,2024-10-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 96,
""bahasa_indonesia"": 88,
""matematika"": 92,
""bahasa_inggris"": 95,
""fisika"": 85,
""kimia"": 78,
""biologi"": 86,
""sosiologi"": 80,
""ekonomi"": 90,
""geografi"": 86,
""pjok"": 89,
""informatika"": 94,
""seni_dan_prakarya"": 97
}"
